Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays
Joshua Tree NP,JOTR,CA,2022,November,316911,1217,1942454,1217,0,21844,9645,0,1468,8109,0,41066
Joshua Tree NP,JOTR,CA,2022,December,325698,1233,1926169,1233,0,16144,11508,0,1299,10506,0,39457
Joshua Tree NP,JOTR,CA,2023,January,285621,1055,1636179,1055,0,14308,11799,0,865,6068,0,33040
Joshua Tree NP,JOTR,CA,2023,February,303933,1117,1663086,1117,0,12580,11652,0,1665,5768,0,31665
Joshua Tree NP,JOTR,CA,2023,March,434257,1587,2537268,1587,0,24396,13542,0,4846,10781,0,53565
Joshua Tree NP,JOTR,CA,2023,April,390555,1449,2393938,1449,0,28732,11421,0,3035,9578,0,52766
Joshua Tree NP,JOTR,CA,2023,May,263984,982,1605607,982,0,19692,8142,0,1029,6021,0,34884
Joshua Tree NP,JOTR,CA,2023,June,212700,832,1171441,832,0,12288,3741,0,336,4080,0,20445
Joshua Tree NP,JOTR,CA,2023,July,144420,553,702446,553,0,5420,2037,0,47,2307,0,9811
Joshua Tree NP,JOTR,CA,2023,August,156172,619,776487,619,0,5884,2244,0,502,1914,0,10544
Joshua Tree NP,JOTR,CA,2023,September,189383,724,1106558,724,0,12220,5475,0,298,3946,0,21939
Joshua Tree NP,JOTR,CA,2023,October,233697,861,1597256,861,0,21420,8736,0,1114,8560,0,39830
Joshua Tree NP,JOTR,CA,2023,November,313688,1145,1918845,1145,0,22352,10281,0,2373,7926,0,42932
Joshua Tree NP,JOTR,CA,2023,December,341994,1247,2046934,1247,0,20764,12444,0,1286,10143,0,44637
Joshua Tree NP,JOTR,CA,2024,January,251664,878,1634333,878,0,20452,13464,0,1621,5161,0,40698
Joshua Tree NP,JOTR,CA,2024,February,283582,1004,1762413,1004,0,16768,14322,0,2191,8190,0,41471
Joshua Tree NP,JOTR,CA,2024,March,401378,1427,2474896,1427,0,28880,16287,0,3771,8584,0,57522
Joshua Tree NP,JOTR,CA,2024,April,343806,1210,2186124,1210,0,26912,14226,0,2570,9384,0,53092
Joshua Tree NP,JOTR,CA,2024,May,259803,929,1688548,929,0,22560,10800,0,954,6886,0,41200
Joshua Tree NP,JOTR,CA,2024,June,171606,636,915828,636,0,9916,3429,0,128,3072,0,16545
Joshua Tree NP,JOTR,CA,2024,July,123786,446,542498,446,0,4064,1560,0,58,1026,0,6708
Joshua Tree NP,JOTR,CA,2024,August,143049,533,664727,533,0,3896,1677,0,246,3017,0,8836
Joshua Tree NP,JOTR,CA,2024,September,157399,574,822882,574,0,6688,3585,0,140,4278,0,14691
Joshua Tree NP,JOTR,CA,2024,October,212097,774,1353753,774,0,15468,7710,0,910,7620,0,31708
Joshua Tree NP,JOTR,CA,2024,November,301653,1074,1883022,1074,0,20384,11898,0,2752,9216,0,44250
Joshua Tree NP,JOTR,CA,2024,December,342051,1219,1879456,1219,0,18476,12513,0,1263,5384,0,37636
Joshua Tree NP,JOTR,CA,2025,January,278104,973,1657144,973,0,14756,12873,0,1452,8553,0,37634
Joshua Tree NP,JOTR,CA,2025,February,298792,1019,1660047,1019,0,15128,12297,0,2325,5967,0,35717
Joshua Tree NP,JOTR,CA,2025,March,411993,1398,2375247,1398,0,24688,15117,0,3762,10217,0,53784
Joshua Tree NP,JOTR,CA,2025,April,341516,1137,2058973,1137,0,26524,11766,0,1927,9700,0,49917
Joshua Tree NP,JOTR,CA,2025,May,230328,832,1375262,832,0,13756,7041,0,617,8786,0,30200
Joshua Tree NP,JOTR,CA,2025,June,155366,570,740690,570,0,5532,2643,0,111,2594,0,10880
Joshua Tree NP,JOTR,CA,2025,July,139664,514,593531,514,0,3652,1506,0,63,958,0,6179
Joshua Tree NP,JOTR,CA,2025,August,142794,528,651341,528,0,4252,1869,0,145,2063,0,8329
Joshua Tree NP,JOTR,CA,2025,September,148905,545,753857,545,0,6448,3528,0,150,2411,0,12537
Joshua Tree NP,JOTR,CA,2025,October,163674,697,1228116,697,0,13464,7422,0,519,7643,0,29048
Joshua Tree NP,JOTR,CA,2025,November,295800,1092,1335400,1092,0,8036,5802,0,687,2151,0,16676
Joshua Tree NP,JOTR,CA,2025,December,325708,1200,1792150,1200,0,13556,11349,0,2184,7062,0,34151
Katmai National Park & Preserve,KATM,AK,2015,January,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,February,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,March,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,April,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,May,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,June,5140,0,43343,0,1034,200,0,0,129,0,0,1363
Katmai National Park & Preserve,KATM,AK,2015,July,16676,0,118665,0,1454,1595,0,0,181,0,0,3230
Katmai National Park & Preserve,KATM,AK,2015,August,10222,0,43733,0,994,303,0,0,143,0,0,1440
Katmai National Park & Preserve,KATM,AK,2015,September,4980,0,27548,0,734,0,0,0,30,0,0,764
Katmai National Park & Preserve,KATM,AK,2015,October,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,November,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2015,December,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,January,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,February,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,March,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,April,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,May,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,June,5140,0,43343,0,1034,200,0,0,129,0,0,1363
Katmai National Park & Preserve,KATM,AK,2016,July,16676,0,118665,0,1454,1595,0,0,181,0,0,3230
Katmai National Park & Preserve,KATM,AK,2016,August,10222,0,43733,0,994,303,0,0,143,0,0,1440
Katmai National Park & Preserve,KATM,AK,2016,September,4980,0,27548,0,734,0,0,0,30,0,0,764
Katmai National Park & Preserve,KATM,AK,2016,October,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,November,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2016,December,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,January,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,February,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,March,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,April,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,May,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,June,5140,0,43343,0,1034,200,0,0,129,0,0,1363
Katmai National Park & Preserve,KATM,AK,2017,July,16676,0,118665,0,1454,1595,0,0,181,0,0,3230
Katmai National Park & Preserve,KATM,AK,2017,August,10222,0,43733,0,994,303,0,0,143,0,0,1440
Katmai National Park & Preserve,KATM,AK,2017,September,4980,0,27548,0,734,0,0,0,30,0,0,764
Katmai National Park & Preserve,KATM,AK,2017,October,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,November,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2017,December,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,January,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,February,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,March,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,April,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,May,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,June,5140,0,43343,0,1034,200,0,0,129,0,0,1363
Katmai National Park & Preserve,KATM,AK,2018,July,16676,0,118665,0,1454,1595,0,0,181,0,0,3230
Katmai National Park & Preserve,KATM,AK,2018,August,10222,0,43733,0,994,303,0,0,143,0,0,1440
Katmai National Park & Preserve,KATM,AK,2018,September,4980,0,27548,0,734,0,0,0,30,0,0,764
Katmai National Park & Preserve,KATM,AK,2018,October,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,November,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2018,December,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,January,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,February,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,March,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,April,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,May,100,0,1608,0,0,0,0,0,67,0,0,67
Katmai National Park & Preserve,KATM,AK,2019,June,9690,0,48335,0,937,417,0,0,118,0,0,1472
Katmai National Park & Preserve,KATM,AK,2019,July,37318,0,119409,0,1435,1595,0,0,60,0,0,3090
Katmai National Park & Preserve,KATM,AK,2019,August,23772,0,58261,0,1201,525,0,0,154,0,0,1880
Katmai National Park & Preserve,KATM,AK,2019,September,12587,0,28580,0,695,0,0,0,59,0,0,754
Katmai National Park & Preserve,KATM,AK,2019,October,100,0,552,0,0,23,0,0,0,0,0,23
Katmai National Park & Preserve,KATM,AK,2019,November,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2019,December,100,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,January,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,February,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,March,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,April,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,May,21,0,698,0,0,0,0,0,21,0,0,21
Katmai National Park & Preserve,KATM,AK,2020,June,7749,480,17352,11520,0,0,0,0,688,0,480,1168
Katmai National Park & Preserve,KATM,AK,2020,July,14922,80,162936,640,0,0,0,0,5836,0,0,5836
Katmai National Park & Preserve,KATM,AK,2020,August,14771,60,141673,480,349,0,0,0,5191,6,0,5546
Katmai National Park & Preserve,KATM,AK,2020,September,13908,80,218468,640,305,0,0,0,8562,0,0,8867
Katmai National Park & Preserve,KATM,AK,2020,October,20,0,1656,0,0,0,0,0,0,64,0,64
Katmai National Park & Preserve,KATM,AK,2020,November,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2020,December,20,0,120,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,January,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,February,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,March,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,April,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,May,149,59,3972,3222,0,0,0,0,127,0,119,246
Katmai National Park & Preserve,KATM,AK,2021,June,3403,936,70107,9427,1033,543,0,0,466,0,151,2193
Katmai National Park & Preserve,KATM,AK,2021,July,9073,1777,135837,16825,1517,728,0,0,1071,0,242,3558
Katmai National Park & Preserve,KATM,AK,2021,August,7547,2131,121935,18732,1280,712,0,0,1139,0,230,3361
Katmai National Park & Preserve,KATM,AK,2021,September,4223,1217,74375,10953,747,602,0,0,659,0,142,2150
Katmai National Park & Preserve,KATM,AK,2021,October,369,146,2984,1505,0,0,0,0,29,0,25,54
Katmai National Park & Preserve,KATM,AK,2021,November,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2021,December,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,January,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,February,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,March,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,April,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,May,144,34,6893,2707,0,99,0,0,151,0,104,354
Katmai National Park & Preserve,KATM,AK,2022,June,5089,1189,104680,14380,1193,891,0,0,963,0,292,3339
Katmai National Park & Preserve,KATM,AK,2022,July,12600,2070,201888,28794,1504,1832,0,0,1821,0,665,5822
Katmai National Park & Preserve,KATM,AK,2022,August,9991,2408,175584,30530,1363,1598,0,0,1774,0,650,5385
Katmai National Park & Preserve,KATM,AK,2022,September,5734,1727,101647,16371,807,1302,0,0,645,0,236,2990
Katmai National Park & Preserve,KATM,AK,2022,October,250,108,4598,1102,0,90,0,0,37,0,18,145
Katmai National Park & Preserve,KATM,AK,2022,November,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2022,December,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2023,January,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2023,February,20,0,508,0,0,16,0,0,0,0,0,16
Katmai National Park & Preserve,KATM,AK,2023,March,20,0,196,0,0,3,0,0,0,0,0,3
Katmai National Park & Preserve,KATM,AK,2023,April,22,1,208,6,0,3,0,0,0,0,0,3
Katmai National Park & Preserve,KATM,AK,2023,May,72,15,446,93,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2023,June,3887,937,93459,13321,1123,1162,0,0,605,0,313,3203
Katmai National Park & Preserve,KATM,AK,2023,July,13067,1901,207423,29162,1551,1877,0,0,1839,0,724,5991
Katmai National Park & Preserve,KATM,AK,2023,August,10316,2384,182351,33141,1420,1597,0,0,1916,0,765,5698
Katmai National Park & Preserve,KATM,AK,2023,September,6055,1681,119789,23118,853,1410,0,0,1164,0,529,3956
Katmai National Park & Preserve,KATM,AK,2023,October,244,106,4969,2505,0,104,0,0,40,0,77,221
Katmai National Park & Preserve,KATM,AK,2023,November,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2023,December,20,0,124,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,January,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,February,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,March,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,April,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,May,116,55,5999,4805,0,23,0,0,197,0,186,406
Katmai National Park & Preserve,KATM,AK,2024,June,4033,901,91341,11394,1112,1182,0,0,470,0,242,3006
Katmai National Park & Preserve,KATM,AK,2024,July,14447,2168,196203,22730,1645,1870,0,0,928,0,387,4830
Katmai National Park & Preserve,KATM,AK,2024,August,11185,2619,189107,29030,1535,1787,0,0,1668,0,533,5523
Katmai National Park & Preserve,KATM,AK,2024,September,6098,1653,95528,13849,898,1004,0,0,503,0,150,2555
Katmai National Park & Preserve,KATM,AK,2024,October,351,151,3496,936,0,55,0,0,0,0,0,55
Katmai National Park & Preserve,KATM,AK,2024,November,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2024,December,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,January,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,February,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,March,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,April,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,May,313,55,7509,341,0,23,0,0,209,0,0,232
Katmai National Park & Preserve,KATM,AK,2025,June,4688,901,144986,5586,1112,1182,0,0,2536,0,0,4830
Katmai National Park & Preserve,KATM,AK,2025,July,13500,2026,196092,21369,1645,1870,0,0,1168,0,367,5050
Katmai National Park & Preserve,KATM,AK,2025,August,10533,2327,183769,24675,1535,1787,0,0,1614,0,427,5363
Katmai National Park & Preserve,KATM,AK,2025,September,5248,1654,45978,13159,0,0,0,0,560,0,121,681
Katmai National Park & Preserve,KATM,AK,2025,October,184,96,1621,811,0,0,0,0,20,0,9,29
Katmai National Park & Preserve,KATM,AK,2025,November,0,0,0,0,0,0,0,0,0,0,0,0
Katmai National Park & Preserve,KATM,AK,2025,December,13,2,81,12,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2015,January,10,0,308,0,0,0,0,0,14,0,0,14
Kenai Fjords National Park,KEFJ,AK,2015,February,19,0,578,0,0,0,0,0,26,0,0,26
Kenai Fjords National Park,KEFJ,AK,2015,March,19,0,770,0,0,0,0,0,35,0,0,35
Kenai Fjords National Park,KEFJ,AK,2015,April,13,0,286,0,0,0,0,0,13,0,0,13
Kenai Fjords National Park,KEFJ,AK,2015,May,27483,0,80957,0,0,72,0,0,0,0,0,72
Kenai Fjords National Park,KEFJ,AK,2015,June,65558,0,212711,0,0,448,0,0,190,0,0,638
Kenai Fjords National Park,KEFJ,AK,2015,July,88310,0,283794,0,0,372,0,0,158,0,0,530
Kenai Fjords National Park,KEFJ,AK,2015,August,80699,0,254682,0,0,418,0,0,132,0,0,550
Kenai Fjords National Park,KEFJ,AK,2015,September,29213,0,90010,0,0,124,0,0,4,0,0,128
Kenai Fjords National Park,KEFJ,AK,2015,October,4785,0,9570,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2015,November,563,0,1498,0,0,0,0,0,18,0,0,18
Kenai Fjords National Park,KEFJ,AK,2015,December,25,0,1100,0,0,0,0,0,50,0,0,50
Kenai Fjords National Park,KEFJ,AK,2016,January,5,0,177,0,0,0,0,0,8,0,0,8
Kenai Fjords National Park,KEFJ,AK,2016,February,18,0,528,0,0,0,0,0,24,0,0,24
Kenai Fjords National Park,KEFJ,AK,2016,March,17,0,616,0,0,0,0,0,28,0,0,28
Kenai Fjords National Park,KEFJ,AK,2016,April,281,0,1023,0,0,0,0,0,22,0,0,22
Kenai Fjords National Park,KEFJ,AK,2016,May,26326,0,60041,0,0,86,0,0,18,0,0,104
Kenai Fjords National Park,KEFJ,AK,2016,June,79499,0,276493,0,0,364,0,0,136,0,0,500
Kenai Fjords National Park,KEFJ,AK,2016,July,107851,0,374253,0,0,490,0,0,180,0,0,670
Kenai Fjords National Park,KEFJ,AK,2016,August,90335,0,313286,0,0,398,0,0,180,0,0,578
Kenai Fjords National Park,KEFJ,AK,2016,September,37921,0,123440,0,0,176,0,0,0,0,0,176
Kenai Fjords National Park,KEFJ,AK,2016,October,4180,0,8480,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2016,November,39,0,467,0,0,0,0,0,20,0,0,20
Kenai Fjords National Park,KEFJ,AK,2016,December,62,0,758,0,0,0,0,0,32,0,0,32
Kenai Fjords National Park,KEFJ,AK,2017,January,27,0,219,0,0,0,0,0,8,0,0,8
Kenai Fjords National Park,KEFJ,AK,2017,February,46,0,564,0,0,0,0,0,23,0,0,23
Kenai Fjords National Park,KEFJ,AK,2017,March,31,0,846,0,0,0,0,0,38,0,0,38
Kenai Fjords National Park,KEFJ,AK,2017,April,16,0,142,0,0,0,0,0,6,0,0,6
Kenai Fjords National Park,KEFJ,AK,2017,May,26598,0,88554,0,0,50,0,0,8,0,0,58
Kenai Fjords National Park,KEFJ,AK,2017,June,75399,0,253072,0,0,264,0,0,170,0,0,434
Kenai Fjords National Park,KEFJ,AK,2017,July,100682,0,337694,0,0,488,0,0,210,0,0,698
Kenai Fjords National Park,KEFJ,AK,2017,August,64760,0,168896,0,0,336,0,0,133,0,0,469
Kenai Fjords National Park,KEFJ,AK,2017,September,31297,0,106512,0,0,38,0,0,26,0,0,64
Kenai Fjords National Park,KEFJ,AK,2017,October,4707,0,9413,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2017,November,12,0,440,0,0,0,0,0,20,0,0,20
Kenai Fjords National Park,KEFJ,AK,2017,December,23,0,705,0,0,0,0,0,32,0,0,32
Kenai Fjords National Park,KEFJ,AK,2018,January,30,0,499,0,0,0,0,0,22,0,0,22
Kenai Fjords National Park,KEFJ,AK,2018,February,39,0,294,0,0,0,0,0,12,0,0,12
Kenai Fjords National Park,KEFJ,AK,2018,March,34,0,484,0,0,0,0,0,21,0,0,21
Kenai Fjords National Park,KEFJ,AK,2018,April,21,0,42,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2018,May,24810,0,83815,0,0,46,0,0,0,0,0,46
Kenai Fjords National Park,KEFJ,AK,2018,June,73689,0,255289,0,0,346,0,0,201,0,0,547
Kenai Fjords National Park,KEFJ,AK,2018,July,99606,0,344729,0,0,356,0,0,159,0,0,515
Kenai Fjords National Park,KEFJ,AK,2018,August,85055,0,290822,0,0,286,0,0,195,0,0,481
Kenai Fjords National Park,KEFJ,AK,2018,September,35090,0,120864,0,0,46,0,0,28,0,0,74
Kenai Fjords National Park,KEFJ,AK,2018,October,3149,0,6299,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2018,November,29,0,201,0,0,0,0,0,8,0,0,8
Kenai Fjords National Park,KEFJ,AK,2018,December,44,0,685,0,0,0,0,0,30,0,0,30
Kenai Fjords National Park,KEFJ,AK,2019,January,21,0,408,0,0,0,0,0,18,0,0,18
Kenai Fjords National Park,KEFJ,AK,2019,February,37,0,394,0,0,0,0,0,16,0,0,16
Kenai Fjords National Park,KEFJ,AK,2019,March,40,0,1031,0,0,0,0,0,46,0,0,46
Kenai Fjords National Park,KEFJ,AK,2019,April,21,0,42,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2019,May,28944,0,106066,0,0,28,0,0,27,0,0,55
Kenai Fjords National Park,KEFJ,AK,2019,June,91280,0,316373,0,0,356,0,0,106,0,0,462
Kenai Fjords National Park,KEFJ,AK,2019,July,120632,0,419939,0,0,364,0,0,145,0,0,509
Kenai Fjords National Park,KEFJ,AK,2019,August,78129,0,209762,0,0,318,0,0,154,0,0,472
Kenai Fjords National Park,KEFJ,AK,2019,September,33346,0,112566,0,0,10,0,0,2,0,0,12
Kenai Fjords National Park,KEFJ,AK,2019,October,4121,0,8242,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2019,November,7,0,398,0,0,0,0,0,18,0,0,18
Kenai Fjords National Park,KEFJ,AK,2019,December,23,0,753,0,0,0,0,0,34,0,0,34
Kenai Fjords National Park,KEFJ,AK,2020,January,28,0,464,0,0,0,0,0,20,0,0,20
Kenai Fjords National Park,KEFJ,AK,2020,February,58,0,715,0,0,0,0,0,30,0,0,30
Kenai Fjords National Park,KEFJ,AK,2020,March,72,0,871,0,0,0,0,0,36,0,0,36
Kenai Fjords National Park,KEFJ,AK,2020,April,2,0,0,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,May,4161,0,8305,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,June,21121,0,58870,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,July,31809,0,98341,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,August,32689,0,100725,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,September,21158,0,60832,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,October,4704,0,9408,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2020,November,33,0,38,0,0,0,0,0,8,0,0,8
Kenai Fjords National Park,KEFJ,AK,2020,December,47,0,665,0,0,0,0,0,28,0,0,28
Kenai Fjords National Park,KEFJ,AK,2021,January,31,0,839,0,0,0,0,0,0,37,0,37
Kenai Fjords National Park,KEFJ,AK,2021,February,23,0,348,0,0,0,0,0,0,14,0,14
Kenai Fjords National Park,KEFJ,AK,2021,March,38,0,707,0,0,0,0,0,0,30,0,30
Kenai Fjords National Park,KEFJ,AK,2021,April,13,0,490,0,0,0,0,0,0,22,0,22
Kenai Fjords National Park,KEFJ,AK,2021,May,25943,0,98841,0,0,0,0,0,2,24,0,26
Kenai Fjords National Park,KEFJ,AK,2021,June,96643,0,332917,0,0,86,0,0,0,135,0,221
Kenai Fjords National Park,KEFJ,AK,2021,July,121131,0,428072,0,0,290,0,0,8,138,0,436
Kenai Fjords National Park,KEFJ,AK,2021,August,110733,0,388923,0,0,266,0,0,16,167,0,449
Kenai Fjords National Park,KEFJ,AK,2021,September,50041,0,163542,0,0,52,0,0,6,26,0,84
Kenai Fjords National Park,KEFJ,AK,2021,October,7141,0,14282,0,0,0,0,0,0,0,0,0
Kenai Fjords National Park,KEFJ,AK,2021,November,6,0,132,0,0,0,0,0,0,6,0,6
Kenai Fjords National Park,KEFJ,AK,2021,December,39,0,780,0,0,0,0,0,0,33,0,33
Kenai Fjords National Park,KEFJ,AK,2022,January,22,0,255,0,0,0,0,0,0,10,0,10
Kenai Fjords National Park,KEFJ,AK,2022,February,43,0,596,0,0,0,0,0,0,24,0,24
