,Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays,Month_Num,Date,Join Code,Region,Division,Park Name Only,Name,Date established as park[7][12],Area (2021)[13],LAT,LONG
728,Biscayne National Park ,BISC,FL,2020,September,24678,0,78354,0,0,0,0,0,0,180,0,180.0,9,2020-09-01,BISC2020,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
729,Biscayne National Park ,BISC,FL,2020,October,17526,0,56898,0,0,0,0,0,0,180,0,180.0,10,2020-10-01,BISC2020,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
730,Biscayne National Park ,BISC,FL,2020,November,16320,0,53280,0,0,0,0,0,0,180,0,180.0,11,2020-11-01,BISC2020,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
731,Biscayne National Park ,BISC,FL,2020,December,20616,0,66265,0,0,0,0,0,0,184,0,184.0,12,2020-12-01,BISC2020,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
732,Biscayne National Park ,BISC,FL,2021,January,59970,0,191479,0,0,300,0,0,0,182,0,482.0,1,2021-01-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
733,Biscayne National Park ,BISC,FL,2021,February,56112,0,182614,0,0,415,0,0,0,180,0,595.0,2,2021-02-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
734,Biscayne National Park ,BISC,FL,2021,March,70526,0,225067,0,0,375,0,0,0,187,0,562.0,3,2021-03-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
735,Biscayne National Park ,BISC,FL,2021,April,63980,0,203989,0,0,315,0,0,0,187,0,502.0,4,2021-04-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
736,Biscayne National Park ,BISC,FL,2021,May,79373,0,243590,0,0,45,0,0,0,183,0,228.0,5,2021-05-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
737,Biscayne National Park ,BISC,FL,2021,June,55866,0,173480,0,0,60,0,0,0,185,0,245.0,6,2021-06-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
738,Biscayne National Park ,BISC,FL,2021,July,51016,0,159337,0,0,80,0,0,0,182,0,262.0,7,2021-07-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
739,Biscayne National Park ,BISC,FL,2021,August,46213,0,144086,0,0,45,0,0,0,182,0,227.0,8,2021-08-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
740,Biscayne National Park ,BISC,FL,2021,September,56434,0,174655,0,0,40,0,0,0,183,0,223.0,9,2021-09-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
741,Biscayne National Park ,BISC,FL,2021,October,41834,0,131645,0,0,75,0,0,0,181,0,256.0,10,2021-10-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
742,Biscayne National Park ,BISC,FL,2021,November,54005,0,173824,0,0,310,0,0,0,182,0,492.0,11,2021-11-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
743,Biscayne National Park ,BISC,FL,2021,December,70326,0,219715,0,0,180,0,0,0,184,0,364.0,12,2021-12-01,BISC2021,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
744,Biscayne National Park ,BISC,FL,2022,January,55096,0,176354,0,0,379,0,0,0,82,0,461.0,1,2022-01-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
745,Biscayne National Park ,BISC,FL,2022,February,62829,0,204376,0,0,543,0,0,0,119,0,662.0,2,2022-02-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
746,Biscayne National Park ,BISC,FL,2022,March,64243,0,206122,0,0,348,0,0,0,210,0,558.0,3,2022-03-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
747,Biscayne National Park ,BISC,FL,2022,April,63574,0,200611,0,0,291,0,0,0,121,0,412.0,4,2022-04-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
748,Biscayne National Park ,BISC,FL,2022,May,70048,0,217610,0,0,237,0,0,0,74,0,311.0,5,2022-05-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
749,Biscayne National Park ,BISC,FL,2022,June,54233,0,164282,0,0,57,0,0,0,9,0,66.0,6,2022-06-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
750,Biscayne National Park ,BISC,FL,2022,July,68066,0,208495,0,0,170,0,0,0,9,0,179.0,7,2022-07-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
751,Biscayne National Park ,BISC,FL,2022,August,52652,0,159709,0,0,64,0,0,0,9,0,73.0,8,2022-08-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
752,Biscayne National Park ,BISC,FL,2022,September,45857,0,140187,0,0,105,0,0,0,4,0,109.0,9,2022-09-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
753,Biscayne National Park ,BISC,FL,2022,October,44757,0,136048,0,0,44,0,0,0,30,0,74.0,10,2022-10-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
754,Biscayne National Park ,BISC,FL,2022,November,54538,0,165608,0,0,8,0,0,0,75,0,83.0,11,2022-11-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
755,Biscayne National Park ,BISC,FL,2022,December,65130,0,197526,0,0,21,0,0,0,68,0,89.0,12,2022-12-01,BISC2022,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
756,Biscayne National Park ,BISC,FL,2023,January,48536,0,159842,0,0,321,0,0,0,272,0,593.0,1,2023-01-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
757,Biscayne National Park ,BISC,FL,2023,February,53636,0,180419,0,0,442,0,0,0,371,0,813.0,2,2023-02-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
758,Biscayne National Park ,BISC,FL,2023,March,61580,0,203292,0,0,369,0,0,0,404,0,773.0,3,2023-03-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
759,Biscayne National Park ,BISC,FL,2023,April,61781,0,198136,0,0,308,0,0,0,225,0,533.0,4,2023-04-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
760,Biscayne National Park ,BISC,FL,2023,May,53570,0,166206,0,0,85,0,0,0,144,0,229.0,5,2023-05-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
761,Biscayne National Park ,BISC,FL,2023,June,46952,0,143423,0,0,57,0,0,0,50,0,107.0,6,2023-06-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
762,Biscayne National Park ,BISC,FL,2023,July,66638,0,203465,0,0,99,0,0,0,49,0,148.0,7,2023-07-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
763,Biscayne National Park ,BISC,FL,2023,August,41872,0,127369,0,0,49,0,0,0,24,0,73.0,8,2023-08-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
764,Biscayne National Park ,BISC,FL,2023,September,47306,0,144054,0,0,51,0,0,0,38,0,89.0,9,2023-09-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
765,Biscayne National Park ,BISC,FL,2023,October,32702,0,100912,0,0,66,0,0,0,51,0,117.0,10,2023-10-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
766,Biscayne National Park ,BISC,FL,2023,November,27289,0,86906,0,0,50,0,0,0,160,0,210.0,11,2023-11-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
767,Biscayne National Park ,BISC,FL,2023,December,29380,0,95942,0,0,100,0,0,0,225,0,325.0,12,2023-12-01,BISC2023,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
768,Biscayne National Park ,BISC,FL,2024,January,31701,0,100743,0,0,55,0,0,0,180,0,235.0,1,2024-01-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
769,Biscayne National Park ,BISC,FL,2024,February,37428,0,117805,0,0,75,0,0,0,155,0,230.0,2,2024-02-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
770,Biscayne National Park ,BISC,FL,2024,March,46810,0,145157,0,0,36,0,0,0,161,0,197.0,3,2024-03-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
771,Biscayne National Park ,BISC,FL,2024,April,41856,0,128255,0,0,31,0,0,0,81,0,112.0,4,2024-04-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
772,Biscayne National Park ,BISC,FL,2024,May,51610,0,156392,0,0,10,0,0,0,55,0,65.0,5,2024-05-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
773,Biscayne National Park ,BISC,FL,2024,June,47208,0,144983,0,0,120,0,0,0,20,0,140.0,6,2024-06-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
774,Biscayne National Park ,BISC,FL,2024,July,58503,0,179830,0,0,40,0,0,0,140,0,180.0,7,2024-07-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
775,Biscayne National Park ,BISC,FL,2024,August,40348,0,121549,0,0,6,0,0,0,15,0,21.0,8,2024-08-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
776,Biscayne National Park ,BISC,FL,2024,September,49744,0,158904,0,0,20,0,0,0,383,0,403.0,9,2024-09-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
777,Biscayne National Park ,BISC,FL,2024,October,41396,0,124930,0,0,0,0,0,0,31,0,31.0,10,2024-10-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
778,Biscayne National Park ,BISC,FL,2024,November,32466,0,98311,0,0,0,0,0,0,38,0,38.0,11,2024-11-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
779,Biscayne National Park ,BISC,FL,2024,December,33143,0,103172,0,0,0,0,0,0,156,0,156.0,12,2024-12-01,BISC2024,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
780,Biscayne National Park ,BISC,FL,2025,January,32032,0,105455,0,0,110,0,0,0,280,0,390.0,1,2025-01-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
781,Biscayne National Park ,BISC,FL,2025,February,40136,0,128135,0,0,85,0,0,0,237,0,322.0,2,2025-02-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
782,Biscayne National Park ,BISC,FL,2025,March,52222,0,166912,0,0,110,0,0,0,317,0,427.0,3,2025-03-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
783,Biscayne National Park ,BISC,FL,2025,April,46004,0,143557,0,0,100,0,0,0,131,0,231.0,4,2025-04-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
784,Biscayne National Park ,BISC,FL,2025,May,53688,0,167182,0,0,102,0,0,0,153,0,255.0,5,2025-05-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
785,Biscayne National Park ,BISC,FL,2025,June,45451,0,139305,0,0,33,0,0,0,90,0,123.0,6,2025-06-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
786,Biscayne National Park ,BISC,FL,2025,July,47348,0,144443,0,0,25,0,0,0,75,0,100.0,7,2025-07-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
787,Biscayne National Park ,BISC,FL,2025,August,45826,0,139902,0,0,20,0,0,0,81,0,101.0,8,2025-08-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
788,Biscayne National Park ,BISC,FL,2025,September,28454,0,88387,0,0,25,0,0,0,101,0,126.0,9,2025-09-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
789,Biscayne National Park ,BISC,FL,2025,October,22367,0,69262,0,0,30,0,0,0,60,0,90.0,10,2025-10-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
790,Biscayne National Park ,BISC,FL,2025,November,34717,0,107606,0,0,50,0,0,0,94,0,144.0,11,2025-11-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
791,Biscayne National Park ,BISC,FL,2025,December,38322,0,122044,0,0,100,0,0,0,195,0,295.0,12,2025-12-01,BISC2025,South,South Atlantic,Biscayne,Biscayne,28-Jun-80,"172,971.11 acres (700.0 km2)",25.65,-80.08
792,Black Canyon of the Gunnison National Park,BLCA,CO,2015,January,4600,0,9659,0,0,8,0,0,0,0,0,8.0,1,2015-01-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
793,Black Canyon of the Gunnison National Park,BLCA,CO,2015,February,4136,0,8495,0,0,15,7,0,0,0,0,22.0,2,2015-02-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
794,Black Canyon of the Gunnison National Park,BLCA,CO,2015,March,5968,0,13332,0,0,55,20,0,10,0,0,84.0,3,2015-03-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
795,Black Canyon of the Gunnison National Park,BLCA,CO,2015,April,8896,0,33898,0,0,377,145,0,98,0,0,619.0,4,2015-04-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
796,Black Canyon of the Gunnison National Park,BLCA,CO,2015,May,23176,0,141456,0,0,1121,879,0,159,0,0,2158.0,5,2015-05-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
797,Black Canyon of the Gunnison National Park,BLCA,CO,2015,June,33141,0,216096,0,0,1948,1575,0,259,0,0,3781.0,6,2015-06-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
798,Black Canyon of the Gunnison National Park,BLCA,CO,2015,July,45328,0,297871,0,0,2970,2682,0,77,0,0,5729.0,7,2015-07-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
799,Black Canyon of the Gunnison National Park,BLCA,CO,2015,August,27197,0,203460,0,0,2276,1720,0,224,0,0,4219.0,8,2015-08-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
800,Black Canyon of the Gunnison National Park,BLCA,CO,2015,September,29878,0,191431,0,0,1958,917,0,172,0,0,3047.0,9,2015-09-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
801,Black Canyon of the Gunnison National Park,BLCA,CO,2015,October,16626,0,84382,0,0,1585,638,0,91,0,0,2314.0,10,2015-10-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
802,Black Canyon of the Gunnison National Park,BLCA,CO,2015,November,5550,0,14029,0,0,166,36,0,0,0,0,202.0,11,2015-11-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
803,Black Canyon of the Gunnison National Park,BLCA,CO,2015,December,4670,0,12317,0,0,11,0,0,0,0,0,11.0,12,2015-12-01,BLCA2015,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
804,Black Canyon of the Gunnison National Park,BLCA,CO,2016,January,5510,0,15326,0,0,19,3,0,0,0,0,22.0,1,2016-01-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
805,Black Canyon of the Gunnison National Park,BLCA,CO,2016,February,3932,0,9623,0,0,20,0,0,0,0,0,20.0,2,2016-02-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
806,Black Canyon of the Gunnison National Park,BLCA,CO,2016,March,2850,0,6544,0,0,57,11,0,8,0,0,76.0,3,2016-03-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
807,Black Canyon of the Gunnison National Park,BLCA,CO,2016,April,9871,0,35774,0,0,545,110,0,81,0,0,736.0,4,2016-04-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
808,Black Canyon of the Gunnison National Park,BLCA,CO,2016,May,28055,0,223087,0,0,2758,1556,0,232,0,0,4546.0,5,2016-05-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
809,Black Canyon of the Gunnison National Park,BLCA,CO,2016,June,34433,0,258900,0,0,2780,1899,0,545,0,0,5223.0,6,2016-06-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
810,Black Canyon of the Gunnison National Park,BLCA,CO,2016,July,47029,0,342944,0,0,4197,2429,0,373,0,0,6999.0,7,2016-07-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
811,Black Canyon of the Gunnison National Park,BLCA,CO,2016,August,34384,0,282735,0,0,3856,2162,0,344,0,0,6361.0,8,2016-08-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
812,Black Canyon of the Gunnison National Park,BLCA,CO,2016,September,38169,0,248054,0,0,1930,1819,0,249,0,0,3998.0,9,2016-09-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
813,Black Canyon of the Gunnison National Park,BLCA,CO,2016,October,19113,0,120141,0,0,2299,1326,0,90,0,0,3715.0,10,2016-10-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
814,Black Canyon of the Gunnison National Park,BLCA,CO,2016,November,8955,0,39423,0,0,584,557,0,14,0,0,1155.0,11,2016-11-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
815,Black Canyon of the Gunnison National Park,BLCA,CO,2016,December,5717,0,12988,0,0,25,6,0,0,0,0,30.0,12,2016-12-01,BLCA2016,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
816,Black Canyon of the Gunnison National Park,BLCA,CO,2017,January,6925,0,16887,0,0,19,8,0,0,0,0,28.0,1,2017-01-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
817,Black Canyon of the Gunnison National Park,BLCA,CO,2017,February,3361,0,7902,0,0,24,7,0,0,0,0,31.0,2,2017-02-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
818,Black Canyon of the Gunnison National Park,BLCA,CO,2017,March,7147,0,19739,0,0,217,35,0,22,0,0,274.0,3,2017-03-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
819,Black Canyon of the Gunnison National Park,BLCA,CO,2017,April,11292,0,53152,0,0,804,307,0,65,0,0,1175.0,4,2017-04-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
820,Black Canyon of the Gunnison National Park,BLCA,CO,2017,May,29218,0,218627,0,0,2290,1602,0,253,0,0,4145.0,5,2017-05-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
821,Black Canyon of the Gunnison National Park,BLCA,CO,2017,June,40616,0,307848,0,0,3895,2309,0,217,0,0,6421.0,6,2017-06-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
822,Black Canyon of the Gunnison National Park,BLCA,CO,2017,July,44532,0,327968,0,0,3868,2549,0,420,0,0,6836.0,7,2017-07-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
823,Black Canyon of the Gunnison National Park,BLCA,CO,2017,August,40788,0,287857,0,0,3205,2017,0,385,0,0,5607.0,8,2017-08-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
824,Black Canyon of the Gunnison National Park,BLCA,CO,2017,September,45983,0,308465,0,0,2776,2741,0,156,0,0,5673.0,9,2017-09-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
825,Black Canyon of the Gunnison National Park,BLCA,CO,2017,October,54766,0,145802,0,0,1367,493,0,170,0,0,2029.0,10,2017-10-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
826,Black Canyon of the Gunnison National Park,BLCA,CO,2017,November,19473,0,43862,0,0,277,136,0,15,0,0,428.0,11,2017-11-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
827,Black Canyon of the Gunnison National Park,BLCA,CO,2017,December,3042,0,8445,0,0,53,53,0,5,0,0,110.0,12,2017-12-01,BLCA2017,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
828,Black Canyon of the Gunnison National Park,BLCA,CO,2018,January,7600,0,15059,0,0,8,11,0,0,0,0,19.0,1,2018-01-01,BLCA2018,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
829,Black Canyon of the Gunnison National Park,BLCA,CO,2018,February,5231,0,13097,0,0,15,20,0,0,0,0,35.0,2,2018-02-01,BLCA2018,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
830,Black Canyon of the Gunnison National Park,BLCA,CO,2018,March,7687,0,20016,0,0,195,31,0,2,0,0,228.0,3,2018-03-01,BLCA2018,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
831,Black Canyon of the Gunnison National Park,BLCA,CO,2018,April,11728,0,50301,0,0,718,228,0,150,0,0,1096.0,4,2018-04-01,BLCA2018,West,Mountain,Black Canyon of the Gunnison,Black Canyon of the Gunnison,21-Oct-99,"30,779.83 acres (124.6 km2)",38.57,-107.72
